0.05	0.000777298
0.1	0.0014211
0.15	0.00195988
0.2	0.00241387
0.25	0.00279821
0.3	0.00312468
0.35	0.00340255
0.4	0.00363928
0.45	0.00384116
0.5	0.00401342
0.55	0.0041604
0.6	0.00428573
0.65	0.00439258
0.7	0.00448368
0.75	0.00456134
0.8	0.00462757
0.85	0.00468407
0.9	0.00473232
0.95	0.00477363
1	0.00480905
1.05	0.00483957
1.1	0.00486598
1.15	0.00488898
1.2	0.00490918
1.25	0.0049271
1.3	0.00494319
1.35	0.00495782
1.4	0.00497133
1.45	0.00498396
1.5	0.00499597
1.55	0.00500755
1.6	0.00501888
1.65	0.00501804
1.7	0.00501615
1.75	0.00501452
1.8	0.00501319
1.85	0.00501223
1.9	0.00501167
1.95	0.00501154
2	0.00501186
2.05	0.00501264
2.1	0.0050139
2.15	0.00501563
2.2	0.00501783
2.25	0.005021
2.3	0.00502558
2.35	0.00503162
2.4	0.00503918
2.45	0.00504831
2.5	0.00505905
2.55	0.00507146
2.6	0.00508559
2.65	0.00510151
2.7	0.00511926
2.75	0.00513891
2.8	0.00516051
2.85	0.00518406
2.9	0.00520963
2.95	0.00523726
3	0.00526699
3.05	0.00529887
3.1	0.00533313
3.15	0.00536959
3.2	0.00540852
3.25	0.00544993
3.3	0.00549362
3.35	0.00553987
3.4	0.00558839
3.45	0.00563944
3.5	0.00569302
3.55	0.00574913
3.6	0.0058073
3.65	0.00586774
3.7	0.00593012
3.75	0.00599441
3.8	0.00606043
3.85	0.00612794
3.9	0.0061966
3.95	0.00626629
4	0.00626031
4.05	0.00606798
4.1	nan
4.15	nan
4.2	nan
4.25	nan
4.3	nan
4.35	nan
4.4	0.00735918
4.45	0.00758328
4.5	0.00786186
4.55	0.00815593
4.6	0.00846523
4.65	0.00878919
4.7	0.00912691
4.75	0.00926261
4.8	0.00938192
4.85	0.00948861
4.9	0.00958027
4.95	0.00965468
5	0.0097087
5.05	0.00974431
5.1	0.00992751
5.15	0.0101033
5.2	0.0102679
5.25	0.0104183
5.3	0.0106007
5.35	0.0108433
5.4	0.0112769
5.45	0.011933
5.5	0.0125916
5.55	0.0132569
5.6	0.0139237
5.65	0.0149803
5.7	0.016043
5.75	0.0170927
5.8	0.0181129
5.85	0.0190848
5.9	0.0200032
5.95	0.0208485
6	0.0215482
6.05	0.0218425
6.1	nan
6.15	nan
6.2	nan
6.25	nan
6.3	nan
6.35	nan
6.4	nan
6.45	nan
6.5	nan
6.55	nan
6.6	nan
6.65	0.0228986
6.7	nan
6.75	nan
6.8	nan
6.85	nan
6.9	nan
6.95	nan
7	nan
7.05	nan
7.1	nan
7.15	nan
7.2	nan
7.25	nan
7.3	nan
7.35	nan
7.4	nan
7.45	nan
7.5	0.0192754
7.55	0.0192737
7.6	0.0192582
7.65	0.0192429
7.7	0.0192237
7.75	0.0192
7.8	0.0191712
7.85	0.0191342
7.9	0.0191222
7.95	0.0191075
8	0.0191904
8.05	0.0192592
8.1	0.0193146
8.15	0.0193585
8.2	0.0193912
8.25	0.019414
8.3	0.0193597
8.35	0.0193401
8.4	0.0193102
8.45	nan
8.5	nan
8.55	nan
8.6	nan
8.65	nan
8.7	nan
8.75	nan
8.8	nan
8.85	nan
8.9	nan
8.95	nan
9	nan
9.05	nan
9.1	nan
9.15	nan
9.2	nan
9.25	nan
9.3	nan
9.35	nan
9.4	nan
9.45	nan
9.5	nan
9.55	nan
9.6	nan
9.65	nan
9.7	nan
9.75	nan
9.8	nan
9.85	nan
9.9	nan
9.95	nan
10	nan
0	0
