-0.3	0
-0.2	0
-0.1	0
0	0
0.1	1.53882e-06
0.2	2.68553e-06
0.3	3.58089e-06
0.4	1.01861e-05
0.5	-0.000110892
0.6	-0.000202771
0.7	-0.000145439
0.8	-4.24803e-05
0.9	8.9819e-05
1	0.000497908
1.1	0.000695629
1.2	0.000953161
1.3	0.00133769
1.4	0.00166205
1.5	0.00200519
1.6	0.00224227
1.7	0.00263461
1.8	nan
1.9	nan
2	nan
2.1	nan
2.2	nan
2.3	nan
2.4	nan
2.5	nan
2.6	nan
2.7	nan
2.8	nan
2.9	nan
3	nan
3.1	nan
3.2	nan
3.3	nan
3.4	nan
3.5	nan
3.6	nan
3.7	nan
3.8	nan
3.9	nan
4	nan
4.1	nan
4.2	nan
4.3	nan
4.4	nan
4.5	nan
4.6	nan
4.7	nan
4.8	nan
4.9	nan
5	nan
5.1	nan
5.2	nan
5.3	nan
5.4	nan
5.5	nan
5.6	nan
5.7	nan
5.8	nan
5.9	nan
6	nan
6.1	nan
6.2	nan
6.3	nan
6.4	nan
6.5	nan
6.6	nan
6.7	nan
6.8	nan
6.9	nan
7	nan
7.1	nan
7.2	nan
7.3	nan
7.4	nan
7.5	nan
7.6	nan
7.7	nan
7.8	nan
7.9	nan
8	nan
8.1	nan
8.2	nan
8.3	nan
8.4	nan
8.5	nan
8.6	nan
8.7	nan
8.8	nan
8.9	nan
9	nan
9.1	nan
9.2	nan
9.3	nan
9.4	nan
9.5	nan
9.6	nan
9.7	nan
9.8	nan
9.9	nan
0	0
0	0
