0	0.95	0.95
0.05	0.888659	0.888673
0.1	0.836309	0.836329
0.15	0.791319	0.791342
0.2	0.752449	0.752472
0.25	0.718729	0.718752
0.3	0.689387	0.689409
0.35	0.663796	0.663817
0.4	0.641442	0.641462
0.45	0.621898	0.621916
0.5	0.604804	0.60482
0.55	0.589856	0.589871
0.6	0.576793	0.576807
0.65	0.565394	0.565407
0.7	0.555466	0.555477
0.75	0.546842	0.546853
0.8	0.539378	0.539388
0.85	0.532948	0.532956
0.9	0.52744	0.527448
0.95	0.522759	0.522766
1	0.518819	0.518826
1.05	0.515545	0.515551
1.1	0.512872	0.512877
1.15	0.510741	0.510746
1.2	0.509101	0.509105
1.25	0.507906	0.50791
1.3	0.507116	0.507119
1.35	0.506696	0.506699
1.4	0.506614	0.506616
1.45	0.506842	0.506844
1.5	0.507356	0.507358
1.55	0.508133	0.508135
1.6	0.509155	0.509157
1.65	0.510404	0.510406
1.7	0.511866	0.511867
1.75	0.513526	0.513528
1.8	0.515374	0.515375
1.85	0.517399	0.5174
1.9	0.519591	0.519593
1.95	0.521944	0.521945
2	0.52445	0.524452
2.05	0.527104	0.527105
2.1	0.5299	0.529901
2.15	0.532834	0.532836
2.2	0.535903	0.535905
2.25	0.539104	0.539106
2.3	0.542434	0.542436
2.35	0.545892	0.545894
2.4	0.549477	0.549478
2.45	0.553186	0.553188
2.5	0.557022	0.557023
2.55	0.560982	0.560984
2.6	0.565068	0.56507
2.65	0.56928	0.569282
2.7	0.573619	0.573622
2.75	0.578088	0.57809
2.8	0.582686	0.582688
2.85	0.587417	0.587419
2.9	0.592282	0.592285
2.95	0.597285	0.597287
3	0.602427	0.602429
3.05	0.607711	0.607714
3.1	0.613142	0.613144
3.15	0.618722	0.618724
3.2	0.624454	0.624457
3.25	0.630344	0.630347
3.3	0.636394	0.636397
3.35	0.64261	0.642613
3.4	0.648995	0.648998
3.45	0.655554	0.655557
3.5	0.662292	0.662295
3.55	0.669214	0.669217
3.6	0.676325	0.676329
3.65	0.68363	0.683634
3.7	0.691135	0.691139
3.75	0.698844	0.698848
3.8	0.706764	0.706768
3.85	0.714899	0.714904
3.9	0.723256	0.72326
3.95	0.731839	0.731843
4	0.740653	0.740658
4.05	0.749704	0.749709
4.1	0.758997	0.759002
4.15	0.768535	0.76854
4.2	0.778324	0.778329
4.25	0.788365	0.788371
4.3	0.798664	0.798669
4.35	0.80922	0.809226
4.4	0.820037	0.820042
4.45	0.831113	0.831119
4.5	0.842449	0.842455
4.55	0.854041	0.854047
4.6	0.865886	0.865893
4.65	0.877979	0.877986
4.7	0.890311	0.890318
4.75	0.902874	0.90288
4.8	0.915653	0.91566
4.85	0.928635	0.928642
4.9	0.941801	0.941808
4.95	0.955131	0.955138
5	0.9686	0.968607
5.05	0.98218	0.982187
5.1	0.995839	0.995846
5.15	1.00954	1.00955
5.2	1.02325	1.02326
5.25	1.03692	1.03693
5.3	1.05051	1.05051
5.35	1.06396	1.06396
5.4	1.07722	1.07723
5.45	1.09024	1.09025
5.5	1.10296	1.10297
5.55	1.11532	1.11533
5.6	1.12726	1.12727
5.65	1.13872	1.13873
5.7	1.14964	1.14965
5.75	1.15997	1.15997
5.8	1.16964	1.16965
5.85	1.17862	1.17862
5.9	1.18684	1.18685
5.95	1.19428	1.19429
6	1.2009	1.20091
6.05	1.20668	1.20668
6.1	1.21158	1.21158
6.15	1.2156	1.21561
6.2	1.21874	1.21874
6.25	1.22099	1.221
6.3	1.22237	1.22237
6.35	1.22289	1.22289
6.4	1.22257	1.22258
6.45	1.22145	1.22145
6.5	1.21955	1.21955
6.55	1.21692	1.21692
6.6	1.21359	1.21359
6.65	1.20961	1.20961
6.7	1.20502	1.20503
6.75	1.19988	1.19989
6.8	1.19424	1.19424
6.85	1.18813	1.18814
6.9	1.18162	1.18162
6.95	1.17474	1.17475
7	1.16756	1.16756
7.05	1.1601	1.16011
7.1	1.15242	1.15243
7.15	1.14456	1.14456
7.2	1.13655	1.13656
7.25	1.12844	1.12845
7.3	1.12027	1.12027
7.35	1.11205	1.11206
7.4	1.10383	1.10384
7.45	1.09564	1.09565
7.5	1.08749	1.0875
7.55	1.07942	1.07943
7.6	1.07145	1.07145
7.65	1.06359	1.06359
7.7	1.05586	1.05586
7.75	1.04828	1.04829
7.8	1.04087	1.04088
7.85	1.03364	1.03364
7.9	1.02659	1.02659
7.95	1.01974	1.01975
8	1.0131	1.0131
8.05	1.00667	1.00668
8.1	1.00047	1.00047
8.15	0.994484	0.994488
8.2	0.988732	0.988736
8.25	0.983213	0.983217
8.3	0.977929	0.977933
8.35	0.972882	0.972886
8.4	0.968073	0.968076
8.45	0.963501	0.963505
8.5	0.959168	0.959171
8.55	0.955072	0.955075
8.6	0.951213	0.951216
8.65	0.947588	0.947591
8.7	0.944196	0.944198
8.75	0.941034	0.941037
8.8	0.938101	0.938103
8.85	0.935393	0.935395
8.9	0.932907	0.932909
8.95	0.93064	0.930642
9	0.928589	0.928591
9.05	0.926751	0.926753
9.1	0.925121	0.925122
9.15	0.923695	0.923697
9.2	0.922471	0.922472
9.25	0.921443	0.921445
9.3	0.920609	0.92061
9.35	0.919963	0.919964
9.4	0.919501	0.919502
9.45	0.919219	0.91922
9.5	0.919113	0.919114
9.55	0.919179	0.91918
9.6	0.919411	0.919412
9.65	0.919805	0.919807
9.7	0.920358	0.920359
9.75	0.921063	0.921064
9.8	0.921917	0.921918
9.85	0.922915	0.922916
9.9	0.924051	0.924053
9.95	0.925322	0.925323
10	0.926722	0.926723
