0	0	0.1
0.05	0.0639825	0.166815
0.1	0.12207	0.227204
0.15	0.17542	0.282461
0.2	0.224893	0.333539
0.25	0.271151	0.381158
0.3	0.314707	0.425873
0.35	0.355971	0.468122
0.4	0.395271	0.508257
0.45	0.432878	0.546562
0.5	0.469012	0.583271
0.55	0.503859	0.61858
0.6	0.537572	0.652652
0.65	0.570282	0.685623
0.7	0.602099	0.717611
0.75	0.633119	0.748717
0.8	0.663421	0.779025
0.85	0.693075	0.808609
0.9	0.722141	0.837533
0.95	0.750668	0.865853
1	0.778702	0.893615
1.05	0.80628	0.920861
1.1	0.833435	0.947626
1.15	0.860195	0.973942
1.2	0.886584	0.999836
1.25	0.912624	1.02533
1.3	0.938332	1.05045
1.35	0.963723	1.0752
1.4	0.988811	1.09961
1.45	1.01361	1.12368
1.5	1.03812	1.14742
1.55	1.06235	1.17085
1.6	1.08632	1.19397
1.65	1.11001	1.21679
1.7	1.13345	1.23931
1.75	1.15663	1.26154
1.8	1.17955	1.28347
1.85	1.20222	1.30511
1.9	1.22463	1.32646
1.95	1.24678	1.34751
2	1.26868	1.36828
2.05	1.29031	1.38875
2.1	1.31169	1.40892
2.15	1.3328	1.4288
2.2	1.35365	1.44837
2.25	1.37422	1.46764
2.3	1.39452	1.48659
2.35	1.41454	1.50523
2.4	1.43427	1.52356
2.45	1.45371	1.54155
2.5	1.47286	1.55922
2.55	1.4917	1.57654
2.6	1.51024	1.59352
2.65	1.52846	1.61015
2.7	1.54636	1.62641
2.75	1.56393	1.64231
2.8	1.58117	1.65783
2.85	1.59806	1.67296
2.9	1.61459	1.6877
2.95	1.63077	1.70203
3	1.64658	1.71594
3.05	1.662	1.72943
3.1	1.67704	1.74247
3.15	1.69168	1.75507
3.2	1.7059	1.76721
3.25	1.71971	1.77887
3.3	1.73308	1.79005
3.35	1.74601	1.80072
3.4	1.75849	1.81089
3.45	1.77049	1.82052
3.5	1.78201	1.82962
3.55	1.79304	1.83816
3.6	1.80356	1.84613
3.65	1.81356	1.85351
3.7	1.82302	1.86029
3.75	1.83193	1.86645
3.8	1.84027	1.87197
3.85	1.84803	1.87685
3.9	1.85518	1.88105
3.95	1.86173	1.88458
4	1.86764	1.8874
4.05	1.8729	1.88951
4.1	1.87749	1.89089
4.15	1.88139	1.89152
4.2	1.88417	1.89181
4.25	1.88448	1.89309
4.3	1.88257	1.89504
4.35	1.87983	1.89627
4.4	1.87623	1.89677
4.45	1.87179	1.8965
4.5	1.86648	1.89547
4.55	1.86029	1.89365
4.6	1.85322	1.89104
4.65	1.84527	1.88763
4.7	1.83644	1.8834
4.75	1.82717	1.87834
4.8	1.81708	1.87245
4.85	1.80619	1.86543
4.9	1.79451	1.85726
4.95	1.78206	1.8482
5	1.76887	1.83826
5.05	1.75499	1.82745
5.1	1.74044	1.81578
5.15	1.72528	1.80326
5.2	1.70956	1.78993
5.25	1.69333	1.77581
5.3	1.67661	1.76099
5.35	1.65943	1.74554
5.4	1.64173	1.72965
5.45	1.62356	1.7134
5.5	1.60522	1.69664
5.55	1.58678	1.67944
5.6	1.56834	1.66187
5.65	1.54958	1.64441
5.7	1.53097	1.62675
5.75	1.51261	1.60898
5.8	1.49459	1.59116
5.85	1.47702	1.57336
5.9	1.45997	1.55568
5.95	1.44352	1.53819
6	1.42773	1.52096
6.05	1.41268	1.50408
6.1	1.39841	1.48763
6.15	1.38495	1.47167
6.2	1.37236	1.45627
6.25	1.36064	1.44148
6.3	1.34983	1.42736
6.35	1.33992	1.41396
6.4	1.33093	1.40131
6.45	1.32284	1.38944
6.5	1.31565	1.37837
6.55	1.30934	1.36812
6.6	1.30389	1.3587
6.65	1.29927	1.35011
6.7	1.29545	1.34236
6.75	1.29241	1.33543
6.8	1.29011	1.32932
6.85	1.28851	1.324
6.9	1.28758	1.31947
6.95	1.28729	1.31569
7	1.2876	1.31263
7.05	1.28794	1.31082
7.1	1.28686	1.31163
7.15	1.28629	1.31308
7.2	1.28633	1.31498
7.25	1.28695	1.31733
7.3	1.28811	1.32009
7.35	1.28978	1.32324
7.4	1.29192	1.32674
7.45	1.29451	1.33056
7.5	1.29751	1.3347
7.55	1.30088	1.33913
7.6	1.3046	1.34382
7.65	1.30865	1.34874
7.7	1.31299	1.35387
7.75	1.31761	1.3592
7.8	1.32248	1.3647
7.85	1.32757	1.37036
7.9	1.33284	1.37617
7.95	1.33829	1.38211
8	1.34379	1.38824
8.05	1.34945	1.39445
8.1	1.35525	1.40072
8.15	1.36115	1.40703
8.2	1.36716	1.41336
8.25	1.37325	1.41972
8.3	1.37941	1.42608
8.35	1.38555	1.43248
8.4	1.39175	1.43886
8.45	1.39797	1.44521
8.5	1.4042	1.45151
8.55	1.41044	1.45775
8.6	1.41667	1.46393
8.65	1.42288	1.47003
8.7	1.42906	1.47604
8.75	1.4352	1.48197
8.8	1.4413	1.48779
8.85	1.44733	1.4935
8.9	1.45329	1.4991
8.95	1.45917	1.50457
9	1.46497	1.50991
9.05	1.47067	1.51512
9.1	1.47628	1.52019
9.15	1.48177	1.52511
9.2	1.48714	1.52988
9.25	1.49239	1.53449
9.3	1.49751	1.53894
9.35	1.50249	1.54322
9.4	1.50733	1.54733
9.45	1.51202	1.55127
9.5	1.51656	1.55503
9.55	1.52094	1.55861
9.6	1.52515	1.56201
9.65	1.52919	1.56522
9.7	1.53306	1.56824
9.75	1.53675	1.57107
9.8	1.54025	1.5737
9.85	1.54358	1.57614
9.9	1.54671	1.57839
9.95	1.54966	1.58043
10	1.55241	1.58228
