0.05	0.00792894
0.1	0.0148138
0.15	0.0208997
0.2	0.0263473
0.25	0.0312694
0.3	0.0357492
0.35	0.0398487
0.4	0.0436152
0.45	0.0470878
0.5	0.050298
0.55	0.0532706
0.6	0.056026
0.65	0.0585816
0.7	0.060953
0.75	0.0631532
0.8	0.0651936
0.85	0.0670843
0.9	0.0688349
0.95	0.0704542
1	0.0719501
1.05	0.0733306
1.1	0.0746032
1.15	0.0757752
1.2	0.0768543
1.25	0.0778474
1.3	0.0787622
1.35	0.0796053
1.4	0.0803843
1.45	0.0811058
1.5	0.0817766
1.55	0.0824037
1.6	0.0829937
1.65	0.083144
1.7	0.0832245
1.75	0.0832836
1.8	0.0833276
1.85	0.0833641
1.9	0.0833992
1.95	0.0834394
2	0.0834905
2.05	0.0835843
2.1	0.0837211
2.15	0.0838833
2.2	0.0840757
2.25	0.0843074
2.3	0.0845873
2.35	0.0849208
2.4	0.0853134
2.45	0.0857704
2.5	0.0862976
2.55	0.0869007
2.6	0.0875863
2.65	0.0883609
2.7	0.0892319
2.75	0.0902073
2.8	0.0912955
2.85	0.0925055
2.9	0.0938483
2.95	0.0953361
3	0.0969829
3.05	0.0988051
3.1	0.100824
3.15	0.103059
3.2	0.10554
3.25	0.108298
3.3	0.111368
3.35	0.114801
3.4	0.118649
3.45	0.122985
3.5	0.127898
3.55	0.133501
3.6	0.139932
3.65	0.147383
3.7	0.156104
3.75	0.16644
3.8	0.178875
3.85	0.194107
3.9	0.213187
3.95	0.237775
4	0.266775
4.05	0.295886
4.1	nan
4.15	nan
4.2	nan
4.25	nan
4.3	nan
4.35	nan
4.4	0.293193
4.45	0.256797
4.5	0.231451
4.55	0.212775
4.6	0.198642
4.65	0.18775
4.7	0.179255
4.75	0.169454
4.8	0.161081
4.85	0.154458
4.9	0.149166
4.95	0.144544
5	0.140479
5.05	0.136946
5.1	0.136001
5.15	0.135599
5.2	0.135685
5.25	0.136226
5.3	0.13771
5.35	0.140434
5.4	0.145743
5.45	0.153908
5.5	0.162755
5.55	0.17245
5.6	0.183069
5.65	0.198349
5.7	0.21481
5.75	0.232523
5.8	0.251624
5.85	0.272282
5.9	0.294858
5.95	0.319627
6	0.345798
6.05	0.368022
6.1	nan
6.15	nan
6.2	nan
6.25	nan
6.3	nan
6.35	nan
6.4	nan
6.45	nan
6.5	nan
6.55	nan
6.6	nan
6.65	0.489233
6.7	nan
6.75	nan
6.8	nan
6.85	nan
6.9	nan
6.95	nan
7	nan
7.05	nan
7.1	nan
7.15	nan
7.2	nan
7.25	nan
7.3	nan
7.35	nan
7.4	nan
7.45	nan
7.5	0.42369
7.55	0.416102
7.6	0.409843
7.65	0.404997
7.7	0.401353
7.75	0.398774
7.8	0.397142
7.85	0.396326
7.9	0.396722
7.95	0.397872
8	0.401125
8.05	0.404852
8.1	0.409033
8.15	0.413666
8.2	0.418737
8.25	0.42425
8.3	0.428641
8.35	0.433835
8.4	0.439331
8.45	nan
8.5	nan
8.55	nan
8.6	nan
8.65	nan
8.7	nan
8.75	nan
8.8	nan
8.85	nan
8.9	nan
8.95	nan
9	nan
9.05	nan
9.1	nan
9.15	nan
9.2	nan
9.25	nan
9.3	nan
9.35	nan
9.4	nan
9.45	nan
9.5	nan
9.55	nan
9.6	nan
9.65	nan
9.7	nan
9.75	nan
9.8	nan
9.85	nan
9.9	nan
9.95	nan
10	nan
0	nan
